outcome_var,outcome_name,marker1_var,marker1_name,marker2_var,marker2_name,combination_type,n_samples,n_cases,beta_comp,p_comp,aic_comp,beta_A,p_A,aic_A,beta_B,p_B,aic_B,p_gain,aic_gain,p_comp_fdr,p_comp_bonferroni,survives_fdr,survives_bonferroni
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXSATSI,ALT Liver Enzyme (U/L),Ratio,5385,1762.0,-0.205740100317752,6.185305865451982e-11,6767.417509258153,0.106126825033863,0.0002741897121,6799.298202631386,0.0679376150826194,0.0164435875942237,6806.860321184261,4432920.829858629,31.880693373233044,4.2602872032449873e-10,3.34006516734407e-07,True,True
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBXSAL,Albumin (g/dL),Ratio,5809,781.0,0.4801489613451036,5.254638905865345e-44,4399.193658286755,0.4451554708821077,3.924508444784313e-37,4431.073301420911,-0.4122403370103124,6.5752009788509125e-28,4469.866448849463,7468654.868755472,31.87964313415614,2.0413705101922923e-42,2.8375050091672863e-40,True,True
heart_attack_binary,Heart Attack,LBXSKSI,Potassium (mmol/L),LBXTC,Total Cholesterol (mg/dL),Ratio,4900,243.0,0.5076474015505917,4.39455908362865e-21,1857.3540647528312,0.33629488967844,4.470438088974274e-08,1909.031293774693,-0.500180614145574,2.461088063719321e-11,1889.1714506661676,5600307145.460349,31.81738591333624,6.780176871884203e-20,2.3730619051594712e-17,True,True
high_cholesterol_binary,High Cholesterol,LBXSNASI,Sodium (mmol/L),systolic_bp,Systolic BP (mmHg),Ratio,5127,1698.0,-0.5426075015548127,9.824154415355524e-64,6207.048101450397,0.04545504325873,0.1265557752825588,6513.121934862303,0.4978689808046534,5.522220329104372e-58,6238.830106675858,562106.4262256437,31.782005225461035,7.578633406131405e-62,5.305043384291983e-60,True,True
heart_attack_binary,Heart Attack,LBXPLTSI,Platelet Count (10^3/uL),BMXWAIST,Waist Circumference (cm),Ratio,4753,220.0,-0.7472993104785105,1.0358215509589389e-17,1700.8474980312014,-0.5659353319182681,3.80455882615633e-12,1732.6242054945928,0.3494079101887739,6.626860651523615e-08,1757.6386961233077,367298.6744323054,31.776707463391404,1.285847442569717e-16,5.59343637517827e-14,True,True
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5300,1732.0,-0.2752060739712599,2.0083409038034096e-19,6617.813462136643,0.1051925604465212,0.0003500220651786,6689.126780789757,0.2090753683378899,4.648497712895029e-13,6649.50219211336,2314595.945385404,31.688729976717696,2.816893735204782e-18,1.0845040880538411e-15,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2386,126.0,-0.7304795308650515,3.3074664414945186e-13,933.6688564911012,-0.5070395708277661,1.7766349402178164e-06,965.2747688774714,0.3249216809926123,1.9838519823322548e-08,965.4502922514832,59981.01620755455,31.60591238637028,2.9183527424951635e-12,1.78603187840704e-09,True,True
stroke_binary,Stroke,systolic_bp,Systolic BP (mmHg),LBXSAL,Albumin (g/dL),Ratio,4676,223.0,0.5692309897191884,2.398577210616265e-25,1697.6243470436827,0.4904815952987288,7.501583749738989e-18,1729.2244630385412,-0.4239562273038516,1.4828182424601925e-11,1753.2629589365956,31275139.76425887,31.60011599485847,4.625827477617083e-24,1.295231693732783e-21,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),BMXWAIST,Waist Circumference (cm),Ratio,4668,217.0,-0.696726179395561,1.6211666176020683e-16,1682.0063550165662,-0.5176298279336717,7.468273173268252e-11,1713.2882866890627,0.3545184700305501,5.1074804964728827e-08,1730.951113170297,460672.7705949725,31.281931672496512,1.820020734937873e-15,8.754299735051168e-13,True,True
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),BMXBMI,Body Mass Index (kg/m2),Ratio,5322,1856.0,-0.4836695840679991,1.387436174104541e-52,6633.285327237598,0.1211216302354307,2.9115349646256028e-05,6869.491078755328,0.4344796834856765,3.726844120826436e-47,6664.276812867773,268613.734482724,30.991485630174797,6.937180870522704e-51,7.492155340164521e-49,True,True
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,5404,1899.0,-0.5722731313785057,3.792972596747453e-74,6639.492156645592,-0.0015048195281663,0.9578891613076028,7010.96292943741,0.5780191106094269,6.580385813849476e-59,6670.483139421218,1734888836131398.2,30.990982775625525,4.452620004877444e-72,2.0482052022436246e-70,True,True
diabetes_binary,Diabetes,BMXBMI,Body Mass Index (kg/m2),LBDHDD,HDL Cholesterol (mg/dL),Ratio,6637,788.0,0.5739975103300733,2.077832159509373e-62,4559.479374790133,0.5527988803943933,5.045123251280467e-56,4590.363391340705,-0.5002363486311198,4.4855769125507836e-27,4708.793457620821,2428070.635152621,30.884016550571687,1.5162559001825154e-60,1.1220293661350614e-58,True,True
diabetes_binary,Diabetes,LBDHDD,HDL Cholesterol (mg/dL),LBXIN,Insulin (uIU/mL),Difference,2820,410.0,-0.6051137761919637,8.701732635351216e-23,2218.16109322236,-0.4727871809307107,9.558386730074994e-13,2283.967770014742,0.5145348419760499,4.482587020094172e-16,2248.9447928627924,5151372.959775209,30.78369964043304,1.477652711663414e-21,4.698935623089656e-19,True,True
diabetes_binary,Diabetes,LBXIN,Insulin (uIU/mL),LBDHDD,HDL Cholesterol (mg/dL),Difference,2820,410.0,0.6051137761919637,8.701732635351216e-23,2218.16109322236,0.5145348419760499,4.482587020094172e-16,2248.9447928627924,-0.4727871809307107,9.558386730074994e-13,2283.967770014742,5151372.959775209,30.78369964043304,1.477652711663414e-21,4.698935623089656e-19,True,True
stroke_binary,Stroke,LBXSAL,Albumin (g/dL),systolic_bp,Systolic BP (mmHg),Ratio,4676,223.0,-0.6957317384060654,5.899229719293269e-22,1698.4435871415449,-0.4239562273038516,1.4828182424601925e-11,1753.2629589365956,0.4904815952987288,7.501583749738989e-18,1729.2244630385412,12716.208906402246,30.78087589699635,9.537676791671752e-21,3.1855840484183652e-18,True,True
hypertension_binary,Hypertension,LBXSAL,Albumin (g/dL),LBXSCR,Creatinine Kidney (mg/dL),Difference,5410,1900.0,-0.686416160085654,3.3815977421400584e-60,6687.960220340588,-0.273023923210648,4.771311746212345e-21,6926.635780346481,0.831678232512139,7.735205043346477e-52,6718.715046481842,228744091.7928701,30.754826141253943,2.0750713417677633e-58,1.8260627807556316e-56,True,True
hypertension_binary,Hypertension,LBXSCR,Creatinine Kidney (mg/dL),LBXSAL,Albumin (g/dL),Difference,5410,1900.0,0.686416160085654,3.3815977421400584e-60,6687.960220340588,0.831678232512139,7.735205043346477e-52,6718.715046481842,-0.273023923210648,4.771311746212345e-21,6926.635780346481,228744091.7928701,30.754826141253943,2.0750713417677633e-58,1.8260627807556316e-56,True,True
arthritis_binary,Arthritis,LBXSUA,Uric Acid (mg/dL),LBXHGB,Hemoglobin (g/dL),Ratio,4897,1523.0,0.2495725630662893,3.8719747696033007e-16,6008.198093557968,0.1619833114309763,1.2740574393201332e-07,6047.452948795694,-0.1858900257624025,1.7023200586582186e-09,6038.865509697536,4396516.403004941,30.66741613956856,4.2239724759308735e-15,2.0908663755857823e-12,True,True
heart_attack_binary,Heart Attack,LBXSUA,Uric Acid (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,4900,243.0,0.4904493836708285,4.42044597710526e-21,1858.5967710441569,0.3143408807500344,2.481993827289045e-07,1912.2714955321453,-0.5010952582996173,2.425747411225612e-11,1889.1061207420491,5487562621.032456,30.509349697892503,6.789133823868062e-20,2.3870408276368406e-17,True,True
liver_condition_binary,Liver Condition,LBXSCA,Calcium (mg/dL),LBXSASSI,AST Liver Enzyme (U/L),Ratio,4887,269.0,-0.5604548861746815,2.1332331135187325e-17,2012.457379411076,-0.0326238192592619,0.6030981464600143,2086.64031095752,0.2742846655424148,1.19555810204024e-12,2042.9555687441243,56044.41888998183,30.49818933304823,2.606212401131483e-16,1.1519458813001157e-13,True,True
heart_attack_binary,Heart Attack,BMXBMI,Body Mass Index (kg/m2),BMXWAIST,Waist Circumference (cm),Ratio,4918,227.0,-0.6049008650225136,2.915933529538052e-13,1783.5640040104013,0.03317104157302,0.6199083805552206,1843.485034413084,0.3540072931708696,2.6644974621472953e-08,1813.9360258390532,91377.16738589064,30.372021828652123,2.5813182064763083e-12,1.574604105950548e-09,True,True
high_cholesterol_binary,High Cholesterol,diastolic_bp,Diastolic BP (mmHg),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5121,1694.0,-0.1793221749031977,8.36000294141295e-08,6473.65575367131,0.0307182854645321,0.3026919076474212,6503.9426941917045,0.0263707301431341,0.3610958036013016,6504.186620482913,3620715.324727654,30.28694052039464,4.3871735552604403e-07,0.0004514401588362993,True,True
arthritis_binary,Arthritis,LBXPLTSI,Platelet Count (10^3/uL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,4892,1519.0,-0.2984760109123847,4.7968091873415687e-14,5998.243158063586,-0.1191422995131569,0.0001729613605032,6050.863123277078,0.1866294912793798,9.71761796165846e-09,6028.34603400906,202585.043142899,30.102875945473897,4.609033738726774e-13,2.590276961164447e-10,True,True
high_cholesterol_binary,High Cholesterol,LBXSAL,Albumin (g/dL),LBXSCA,Calcium (mg/dL),Ratio,5386,1763.0,-0.2128799637142685,3.357814600130838e-13,6761.219250054953,-0.1414465333959145,1.0811283791529854e-06,6790.998864979955,0.1053066872640303,0.0003045765832112,6801.730944203903,3219738.1568084764,29.779614925002534,2.9579443459553876e-12,1.8132198840706525e-09,True,True
hypertension_binary,Hypertension,LBXSCR,Creatinine Kidney (mg/dL),LBXHGB,Hemoglobin (g/dL),Ratio,5407,1899.0,0.9988400907975062,1.501366878107242e-53,6684.18242372927,0.8343647159696328,5.349091360553968e-52,6713.841686346536,-0.1122289111529166,7.982006061646008e-05,6997.984448825489,35.628142851382954,29.659262617265995,7.648472775263309e-52,8.107381141779107e-50,True,True
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),systolic_bp,Systolic BP (mmHg),Ratio,4987,239.0,-0.4435379544018322,1.833989393538157e-17,1859.1110348110728,-0.2571219182169703,2.0935286962254644e-05,1905.6818004132103,0.3478288604502486,1.1377179952346922e-09,1888.7044037569249,62035145.85434932,29.593368945852035,2.2662569165002395e-16,9.903542725106048e-14,True,True
high_cholesterol_binary,High Cholesterol,LBXSCA,Calcium (mg/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,5371,1758.0,-0.2091278089479713,4.761011362827384e-10,6752.657845310911,0.1073168623030118,0.0002382506060674,6782.168307762724,0.0359553866833114,0.2005415230186356,6794.123199347254,500420.1584722215,29.51046245181351,3.093797997505159e-09,2.570946135926787e-06,True,True
hypertension_binary,Hypertension,LBXSKSI,Potassium (mmol/L),BMXBMI,Body Mass Index (kg/m2),Ratio,5322,1856.0,-0.4844286162237169,3.8800601418295754e-52,6634.5980311636295,0.0041319338623315,0.8857574641514223,6887.069164658791,0.4347310335611218,3.3468703060564937e-47,6664.032827407284,86258.20692764664,29.43479624365409,1.922231629897221e-50,2.0952324765879707e-48,True,True
hypertension_binary,Hypertension,LBXPLTSI,Platelet Count (10^3/uL),LBXWBCSI,WBC Count (10^3/uL),Ratio,5540,1942.0,-0.2042137576507701,1.0162317016375118e-11,7132.786894998472,-0.1253922917570025,1.389830839218966e-05,7162.176007745988,0.2659260679894491,0.0001960510734075,7164.604385993293,1367631.8471264502,29.389112747515355,7.569174053575949e-11,5.4876511888425636e-08,True,True
arthritis_binary,Arthritis,LBXGH,"Glycohemoglobin (HbA1c, %)",LBXHGB,Hemoglobin (g/dL),Ratio,5001,1552.0,0.3387785549493479,8.206374481729143e-29,6069.779627897076,0.2958229312661752,1.8877031898222464e-22,6099.131423668179,-0.1885852343307578,6.829717316003231e-10,6160.669361244607,2300288.871809434,29.351795771102843,1.744662291391235e-27,4.431442220133737e-25,True,True
liver_condition_binary,Liver Condition,LBDHDD,HDL Cholesterol (mg/dL),LBXSASSI,AST Liver Enzyme (U/L),Ratio,4883,269.0,-0.601601376169066,8.240036503552772e-16,2013.4654866274807,-0.1652532884896209,0.015854968700967,2080.300064388496,0.2743230276274138,1.1990635991542525e-12,2042.503204050723,1455.1678243625067,29.03771742324193,8.79371484568873e-15,4.449619711918497e-12,True,True
arthritis_binary,Arthritis,LBXSCA,Calcium (mg/dL),LBXGH,"Glycohemoglobin (HbA1c, %)",Ratio,4896,1524.0,-0.3471620301057502,2.0309831213366621e-29,5946.353344195248,0.1144317020770454,0.0002227746091787,6062.488649316725,0.3006762432105569,1.365048599981383e-22,5975.351640724891,6721122.325639988,28.998296529643085,4.440206014258289e-28,1.0967308855217975e-25,True,True
heart_attack_binary,Heart Attack,LBXTC,Total Cholesterol (mg/dL),LBXSUA,Uric Acid (mg/dL),Ratio,4900,243.0,-0.7421289310448952,1.4953562514488693e-15,1860.1233636593656,-0.5010952582996173,2.425747411225612e-11,1889.1061207420491,0.3143408807500344,2.481993827289045e-07,1912.2714955321453,16221.869597129617,28.98275708268352,1.570996840043559e-14,8.074923757823894e-12,True,True
hypertension_binary,Hypertension,LBDHDD,HDL Cholesterol (mg/dL),LBXSAPSI,Alkaline Phosphatase (U/L),Ratio,5405,1899.0,-0.2339981307502599,7.670891693986818e-14,6951.893943838478,-0.0866138998587274,0.002946624239732,7002.845956780322,0.1587284463427107,4.023481497882516e-08,6980.761440523728,524512.8804303817,28.867496685250444,7.279818195771825e-13,4.142281514752882e-10,True,True
hypertension_binary,Hypertension,LBXSCA,Calcium (mg/dL),LBXPLTSI,Platelet Count (10^3/uL),Ratio,5405,1899.0,0.3190183684116865,1.834361062080236e-11,6963.487074138722,0.1154543422639873,5.661273572987979e-05,6995.514918666297,-0.128305264187745,1.1113797310340184e-05,6992.156013956561,605867.4892355548,28.66893981783869,1.3349797486837298e-10,9.905549735233274e-08,True,True
heart_attack_binary,Heart Attack,BMXWAIST,Waist Circumference (cm),BMXBMI,Body Mass Index (kg/m2),Ratio,4918,227.0,0.5260334137329178,3.6468871868194775e-14,1785.3151684039424,0.3540072931708696,2.6644974621472953e-08,1813.9360258390532,0.03317104157302,0.6199083805552206,1843.485034413084,730622.398131009,28.62085743511102,3.5229321661583504e-13,1.9693190808825177e-10,True,True
arthritis_binary,Arthritis,LBXHGB,Hemoglobin (g/dL),LBXHSCRP,hs-CRP Inflammation (mg/L),Ratio,4892,1519.0,-0.2875138930377527,6.32201031089767e-14,5999.967363512337,-0.1871154940916851,1.381805153014001e-09,6028.358327300583,0.1866294912793798,9.71761796165846e-09,6028.34603400906,21857.053137545376,28.378670496722407,6.042275341388924e-13,3.4138855678847416e-10,True,True
heart_attack_binary,Heart Attack,diastolic_bp,Diastolic BP (mmHg),BMXWAIST,Waist Circumference (cm),Ratio,4750,222.0,-0.5052721733510888,4.0212220236434245e-14,1741.6846259600993,-0.2859064057017063,3.235670102501915e-06,1777.5678527152302,0.3466306407300994,7.33179367838001e-08,1769.6300923757658,1823275.023182392,27.945466415666488,3.877606951370445e-13,2.1714598927674493e-10,True,True
liver_condition_binary,Liver Condition,LBXSNASI,Sodium (mmol/L),LBXSASSI,AST Liver Enzyme (U/L),Ratio,4887,269.0,-0.5523027572604514,8.186859861363545e-17,2015.0250545280423,-0.0174675894703848,0.7802074601586138,2086.83291222912,0.2742846655424148,1.19555810204024e-12,2042.9555687441243,14603.378124040786,27.930514216081747,9.486919152653035e-16,4.420904325136314e-13,True,True
thyroid_binary,Thyroid Problem,LBXSATSI,ALT Liver Enzyme (U/L),systolic_bp,Systolic BP (mmHg),Difference,4670,569.0,-0.3840904424259321,7.54214063850249e-17,3394.880525707159,-0.3058141110534968,2.968519009057319e-06,3437.5154511829687,0.2745092301634389,2.5985370462623087e-11,3422.73314831796,344535.745328962,27.85262261080061,8.815489057989924e-16,4.0727559447913445e-13,True,True
thyroid_binary,Thyroid Problem,systolic_bp,Systolic BP (mmHg),LBXSATSI,ALT Liver Enzyme (U/L),Difference,4670,569.0,0.3840904424259321,7.54214063850249e-17,3394.880525707159,0.2745092301634389,2.5985370462623087e-11,3422.73314831796,-0.3058141110534968,2.968519009057319e-06,3437.5154511829687,344535.745328962,27.85262261080061,8.815489057989924e-16,4.0727559447913445e-13,True,True
arthritis_binary,Arthritis,LBXSAPSI,Alkaline Phosphatase (U/L),LBXSATSI,ALT Liver Enzyme (U/L),Difference,4901,1524.0,0.2719096154383322,5.716089326574993e-17,6005.439181776181,0.211197897677544,2.2342009536828204e-11,6033.242885871554,-0.1461183056000906,3.8271597953864645e-05,6061.132245132731,390861.7983444854,27.803704095373178,6.769053149891439e-16,3.086688236350496e-13,True,True
arthritis_binary,Arthritis,LBXSATSI,ALT Liver Enzyme (U/L),LBXSAPSI,Alkaline Phosphatase (U/L),Difference,4901,1524.0,-0.2719096154383322,5.716089326574993e-17,6005.439181776181,-0.1461183056000906,3.8271597953864645e-05,6061.132245132731,0.211197897677544,2.2342009536828204e-11,6033.242885871554,390861.7983444854,27.803704095373178,6.769053149891439e-16,3.086688236350496e-13,True,True
heart_attack_binary,Heart Attack,BMXBMI,Body Mass Index (kg/m2),LBXSCR,Creatinine Kidney (mg/dL),Ratio,4829,236.0,-0.5450122597951421,3.6463455736663506e-10,1842.5558304638896,0.0560720982123853,0.3852090947255883,1888.2979486960244,0.1699731823534846,4.031625841877677e-06,1870.2952583189413,11056.620280298695,27.739427855051645,2.3838094549392606e-09,1.9690266097798293e-06,True,True
heart_attack_binary,Heart Attack,LBDLDL,LDL Cholesterol (mg/dL),LBXGLU,Fasting Glucose (mg/dL),Ratio,2361,125.0,-0.7633808657172609,3.333326506860387e-12,927.0625217893238,-0.5117386826015218,1.5159561726286198e-06,956.5142598469432,0.3358416542539786,4.634885624980568e-09,954.6673515963892,1390.4685350929217,27.60482980706547,2.5787912803790958e-11,1.799996313704609e-08,True,True
heart_attack_binary,Heart Attack,LBXSBU,BUN Kidney (mg/dL),LBXTC,Total Cholesterol (mg/dL),Ratio,4900,243.0,0.4472937826160281,2.0318296769777386e-21,1844.5744279951057,0.3985525882300365,2.342975413582649e-18,1872.0530678553653,-0.5010952582996173,2.425747411225612e-11,1889.1061207420491,1153.135737768988,27.47863986025982,3.180255146573852e-20,1.0971880255679788e-17,True,True
high_cholesterol_binary,High Cholesterol,LBXSUA,Uric Acid (mg/dL),LBXPLTSI,Platelet Count (10^3/uL),Ratio,5383,1762.0,0.3645872543713874,1.3972800884563168e-19,6724.861826398821,0.2216571274400089,2.2782058699132143e-14,6752.337844248625,-0.1678038858515412,2.5673653450676546e-08,6779.121179584861,163045.75501609876,27.47601784980361,1.970055477196896e-18,7.545312477664111e-16,True,True
liver_condition_binary,Liver Condition,LBXPLTSI,Platelet Count (10^3/uL),LBXSAPSI,Alkaline Phosphatase (U/L),Ratio,4897,269.0,-0.5741387995820407,9.962253117144959e-13,2029.1922754315085,-0.3098647053717732,7.84108299652925e-06,2066.793319062564,0.2883627543229678,1.8223670927356048e-08,2056.5532900359503,18292.720244171724,27.36101460444206,8.188153246968459e-12,5.3796166832582774e-09,True,True
liver_condition_binary,Liver Condition,LBXHGB,Hemoglobin (g/dL),LBXSASSI,AST Liver Enzyme (U/L),Ratio,4884,268.0,-0.5469233564593431,7.209614965704162e-17,2009.2198777600104,0.0916271011695331,0.1521476565808587,2078.80725914066,0.2759350682744053,9.082960576038806e-13,2036.4176584671652,12598.39897032792,27.197780707154838,8.46346104669619e-16,3.8931920814802473e-13,True,True
